frame_number,track_id,car_bbox,car_bbox_score,license_plate_bbox,license_plate_bbox_score,license_plate_number,license_text_score
18,1.0,[80.1301040649414 180.0994415283203 1354.42919921875 1057.515380859375],0.8711137175559998,[989.9683837890625 815.6237182617188 1266.092529296875 877.0],0.5383619666099548,FN,0.5383619666099548
18,11.0,[0.0 365.045654296875 247.2527313232422 778.0921020507812],0.8162669539451599,[0.0 171.90806579589844 156.74745178222656 243.36973571777344],0.3058500587940216,HMK,0.3058500587940216
19,1.0,[80.2366714477539 179.99386596679688 1354.4375 1057.657958984375],0.8711656332015991,[990.0462646484375 817.6701049804688 1266.1007080078125 878.0],0.5369130969047546,FN,0.5369130969047546
19,11.0,[0.21207930147647858 365.00848388671875 246.3268585205078 775.4656982421875],0.8170673847198486,[0.0 173.32852172851562 150.73001098632812 241.18179321289062],0.38026949763298035,EMN,0.38026949763298035
20,1.0,[78.73945617675781 177.7327423095703 1356.0047607421875 1056.7392578125],0.8703609108924866,[982.43896484375 815.142333984375 1267.431396484375 879.0],0.5441040396690369,GP,0.5441040396690369
20,11.0,[0.03807353973388672 364.6404113769531 243.54623413085938 767.4599609375],0.8149812817573547,[0.0 177.93019104003906 101.68250274658203 230.88111877441406],0.3916723430156708,R,0.3916723430156708
21,1.0,[78.160888671875 178.48507690429688 1353.5828857421875 1056.2745361328125],0.8678990602493286,[972.8965454101562 814.0677490234375 1265.1763916015625 878.0],0.4844796359539032,GP,0.4844796359539032
21,11.0,[0.005945018958300352 365.7375183105469 240.1526336669922 766.1041259765625],0.8074474334716797,[0.0 171.66751098632812 146.89173889160156 239.22705078125],0.5196869373321533,NMM,0.5196869373321533
22,1.0,[77.01850128173828 177.64617919921875 1345.5941162109375 1055.1094970703125],0.8473426103591919,[239.15487670898438 600.9158935546875 533.0161743164062 765.7926025390625],0.2806546092033386,Z,0.2806546092033386
22,11.0,[0.01486295647919178 366.6094665527344 237.57589721679688 765.510498046875],0.7978384494781494,[6.192546844482422 175.15579223632812 131.85711669921875 230.5526885986328],0.3708396553993225,R,0.3708396553993225
23,1.0,[76.41475677490234 175.7183074951172 1342.023193359375 1053.0396728515625],0.8294441103935242,[935.6265869140625 814.66455078125 1259.888671875 878.0],0.4372040927410126,GN,0.4372040927410126
23,11.0,[0.0 366.70697021484375 234.30763244628906 767.7109985351562],0.7801504135131836,[5.765587329864502 175.81759643554688 109.9564437866211 229.43006896972656],0.402310311794281,M,0.402310311794281
24,1.0,[74.16593170166016 175.34266662597656 1338.8927001953125 1052.6925048828125],0.8211559653282166,[922.2249145507812 797.65771484375 1264.0 877.0],0.27627038955688477,BD,0.27627038955688477
24,11.0,[0.0 366.891357421875 232.34213256835938 770.4179077148438],0.7670050859451294,[7.992070198059082 176.46400451660156 115.84772491455078 228.60678100585938],0.34613004326820374,M,0.34613004326820374
25,1.0,[73.71725463867188 174.94937133789062 1338.3231201171875 1052.643798828125],0.8233415484428406,[923.0565795898438 798.2555541992188 1265.0 878.0],0.2728128731250763,BD,0.2728128731250763
25,11.0,[0.19911830127239227 367.0653991699219 232.10498046875 771.5005493164062],0.7702727913856506,[8.390300750732422 175.2910614013672 115.08353424072266 227.75103759765625],0.30262336134910583,R,0.30262336134910583
26,1.0,[73.34983825683594 176.9188690185547 1335.527099609375 1052.3765869140625],0.8258023262023926,[918.3728637695312 796.480224609375 1258.771728515625 876.0],0.27824559807777405,KD,0.27824559807777405
26,11.0,[0.0 367.8520202636719 229.0691375732422 773.5503540039062],0.7470958828926086,[9.94596004486084 175.14112854003906 116.51798248291016 227.80905151367188],0.39844611287117004,M,0.39844611287117004
27,1.0,[71.05582427978516 175.5672149658203 1331.4300537109375 1053.242919921875],0.8552466630935669,[932.8866577148438 816.0687255859375 1243.4801025390625 877.659423828125],0.48362237215042114,EM,0.48362237215042114
27,11.0,[0.0 368.5133361816406 225.73330688476562 786.2848510742188],0.7584674954414368,[2.744926691055298 172.3423614501953 117.0207748413086 228.4169158935547],0.5339757204055786,R,0.5339757204055786
28,1.0,[68.08650207519531 177.27561950683594 1327.56494140625 1053.1719970703125],0.8375697731971741,[928.054443359375 815.1565551757812 1243.12841796875 876.0],0.4676169753074646,5D,0.4676169753074646
28,6.0,[740.6668090820312 248.26239013671875 1916.9970703125 1069.35546875],0.9334205985069275,[257.7703857421875 768.6658935546875 556.291015625 820.7096557617188],0.2803363800048828,EF,0.2803363800048828
28,11.0,[0.0 368.60302734375 222.46102905273438 783.2205810546875],0.7252883315086365,[2.324108600616455 171.974609375 128.51589965820312 228.26205444335938],0.48932766914367676,FQ,0.48932766914367676
29,1.0,[64.97825622558594 178.69383239746094 1324.67578125 1053.998046875],0.7929009795188904,[925.8292236328125 754.2554931640625 1256.9871826171875 875.0],0.27305930852890015,EN,0.27305930852890015
29,6.0,[737.1216430664062 248.16043090820312 1917.2357177734375 1070.069580078125],0.9292227625846863,[308.5995178222656 770.4563598632812 532.5977783203125 822.0],0.2853076159954071,YM,0.2853076159954071
29,11.0,[0.0 369.6332702636719 221.13946533203125 775.2759399414062],0.7478650808334351,[4.235684394836426 170.5410614013672 113.18992614746094 226.61000061035156],0.5636666417121887,FM,0.5636666417121887
30,1.0,[52.05671310424805 177.7545928955078 1326.95068359375 1058.2757568359375],0.7812402248382568,[243.5089874267578 602.9013061523438 544.4116821289062 765.3709716796875],0.26169201731681824,Z,0.26169201731681824
30,6.0,[736.9853515625 249.4053955078125 1917.4583740234375 1070.2681884765625],0.9311416745185852,[254.47360229492188 749.6957397460938 591.4404296875 821.0],0.2687910497188568,GE,0.2687910497188568
30,11.0,[0.0 369.6017150878906 218.15341186523438 769.605224609375],0.7468995451927185,[32.124794006347656 172.15235900878906 110.89131164550781 219.95387268066406],0.2947911322116852,M,0.2947911322116852
31,1.0,[47.53082275390625 177.35009765625 1329.0169677734375 1059.843017578125],0.7775523662567139,[930.0955200195312 824.6057739257812 1275.7275390625 882.0],0.347830206155777,GN,0.347830206155777
31,6.0,[737.9580078125 249.6743927001953 1918.2313232421875 1070.454833984375],0.9307404160499573,[237.7624969482422 705.1473388671875 638.9359741210938 821.0],0.2714368402957916,EZ,0.2714368402957916
31,11.0,[0.20871096849441528 369.8009948730469 217.59030151367188 767.4884033203125],0.7466048002243042,[24.08948516845703 170.80850219726562 107.08293151855469 219.32119750976562],0.2946566045284271,M,0.2946566045284271
32,1.0,[45.067100524902344 177.17706298828125 1326.046630859375 1058.808349609375],0.7953728437423706,[922.3733520507812 825.5521850585938 1275.2884521484375 881.0],0.3168434202671051,CD,0.3168434202671051
32,11.0,[0.0 368.9666442871094 214.77304077148438 765.3705444335938],0.7994676828384399,[12.08652400970459 171.16372680664062 118.45610046386719 225.2769012451172],0.5280372500419617,M,0.5280372500419617
33,1.0,[42.2453727722168 174.6763153076172 1322.79736328125 1057.17578125],0.7753422856330872,[919.7454833984375 825.84423828125 1259.7271728515625 883.0],0.3647254407405853,EN,0.3647254407405853
33,11.0,[0.0 368.4917297363281 213.33822631835938 781.2474975585938],0.8097644448280334,[20.491596221923828 171.61598205566406 118.04124450683594 223.20367431640625],0.4082103967666626,M,0.4082103967666626
34,1.0,[38.32106018066406 172.6588134765625 1321.59228515625 1055.883544921875],0.8050494194030762,[916.2537231445312 828.6649780273438 1239.5977783203125 883.0],0.3738095462322235,EN,0.3738095462322235
34,11.0,[0.0 367.6935729980469 210.53041076660156 785.7869873046875],0.8089810013771057,[21.28036880493164 172.20001220703125 117.1797103881836 223.4796905517578],0.5172461867332458,M,0.5172461867332458
35,1.0,[35.9463996887207 167.7878875732422 1318.5 1055.7244873046875],0.82673579454422,[915.7102661132812 816.6790771484375 1260.1005859375 888.0],0.2762224078178406,RN,0.2762224078178406
35,11.0,[0.0 368.63946533203125 207.70790100097656 798.6482543945312],0.7590091228485107,[18.61049461364746 169.53318786621094 118.93344116210938 223.3176727294922],0.5571683049201965,M,0.5571683049201965
36,1.0,[32.90849685668945 168.39842224121094 1317.0242919921875 1053.221435546875],0.8047888278961182,[907.275390625 813.0763549804688 1272.453857421875 885.0],0.2645752429962158,RMI,0.2645752429962158
36,11.0,[0.0 369.17022705078125 203.65785217285156 804.970947265625],0.7518251538276672,[46.051239013671875 172.341064453125 115.2855224609375 217.03860473632812],0.3486887216567993,M,0.3486887216567993
37,1.0,[32.435333251953125 168.7633819580078 1317.6497802734375 1051.9674072265625],0.8077709078788757,[905.6129760742188 813.218505859375 1272.3607177734375 883.0],0.27621036767959595,RN,0.27621036767959595
37,11.0,[0.24062271416187286 369.4393615722656 202.56263732910156 807.58056640625],0.7464796900749207,[26.183128356933594 169.97677612304688 116.89202117919922 221.52947998046875],0.4390965700149536,M,0.4390965700149536
38,1.0,[32.41340637207031 168.1516876220703 1316.7113037109375 1053.1451416015625],0.8020857572555542,[903.3680419921875 828.7155151367188 1235.9801025390625 885.0],0.36346572637557983,FN,0.36346572637557983
38,11.0,[0.05086630582809448 368.50970458984375 200.23316955566406 809.346435546875],0.738791286945343,[21.03050422668457 170.61106872558594 114.75639343261719 223.34922790527344],0.45717474818229675,M,0.45717474818229675
39,1.0,[29.872228622436523 165.2442169189453 1317.8450927734375 1052.538818359375],0.801582932472229,[887.7777099609375 830.5429077148438 1228.1038818359375 887.0],0.29041510820388794,RN,0.29041510820388794
39,11.0,[0.0 369.2846374511719 196.26251220703125 809.3892211914062],0.7451925277709961,[29.352827072143555 168.1823272705078 110.77601623535156 219.86807250976562],0.47006699442863464,M,0.47006699442863464
40,1.0,[27.071636199951172 166.13922119140625 1313.2672119140625 1051.19775390625],0.8245974183082581,[265.4631652832031 643.052490234375 521.5966796875 769.210205078125],0.5474844574928284,E,0.5474844574928284
40,11.0,[0.0 370.130615234375 193.19248962402344 809.1434326171875],0.7655124664306641,[41.20429229736328 168.15298461914062 109.0987548828125 216.8755645751953],0.2782793343067169,M,0.2782793343067169
41,1.0,[23.95809555053711 168.7806396484375 1306.1209716796875 1050.388671875],0.8175995945930481,[258.357666015625 639.47119140625 520.1450805664062 766.166748046875],0.43285897374153137,W,0.43285897374153137
41,6.0,[650.8197021484375 246.7819366455078 1918.38330078125 1067.3631591796875],0.9171019792556763,[279.03564453125 760.3240966796875 591.9261474609375 819.9427490234375],0.31800416111946106,EN,0.31800416111946106
41,11.0,[0.0 369.04443359375 190.67100524902344 808.8413696289062],0.7718170881271362,[21.598772048950195 168.1833038330078 112.40181732177734 222.09075927734375],0.3857840597629547,M,0.3857840597629547
42,1.0,[20.577390670776367 168.06588745117188 1303.4969482421875 1048.61474609375],0.7870790362358093,[252.1152801513672 639.0997314453125 519.983154296875 767.0787963867188],0.45388612151145935,W,0.45388612151145935
42,6.0,[647.1029663085938 245.52096557617188 1918.509765625 1067.071533203125],0.9214012026786804,[268.6361083984375 761.8135986328125 600.7945556640625 821.6539916992188],0.25047361850738525,EN,0.25047361850738525
42,11.0,[0.0 370.7550354003906 188.8046417236328 808.9947509765625],0.8037818074226379,[19.703203201293945 164.27731323242188 110.59322357177734 225.2820587158203],0.34745973348617554,FM,0.34745973348617554
43,1.0,[19.788429260253906 167.9918975830078 1303.471923828125 1047.564453125],0.7872224450111389,[248.06802368164062 636.60205078125 521.5764770507812 766.01904296875],0.44958505034446716,E,0.44958505034446716
43,6.0,[646.3947143554688 245.08607482910156 1919.3321533203125 1067.0074462890625],0.9169798493385315,[270.55718994140625 764.2067260742188 600.00634765625 822.0],0.2813590168952942,EN,0.2813590168952942
43,11.0,[0.21641190350055695 371.5368347167969 188.58518981933594 809.0645751953125],0.8048185706138611,[34.78448486328125 166.59576416015625 105.0843276977539 216.1442413330078],0.2980010211467743,M,0.2980010211467743
44,1.0,[18.239660263061523 167.5784912109375 1298.32568359375 1048.26611328125],0.7975949645042419,[251.65538024902344 635.73779296875 520.9483642578125 767.784423828125],0.47749853134155273,W,0.47749853134155273
44,11.0,[0.0 370.80267333984375 187.46434020996094 811.6342163085938],0.7554069757461548,[40.72547912597656 166.1149444580078 108.35259246826172 217.26480102539062],0.3172989785671234,M,0.3172989785671234
45,1.0,[14.905838966369629 165.45880126953125 1293.5406494140625 1046.300537109375],0.8094785809516907,[256.57177734375 637.5198364257812 522.280517578125 770.1986694335938],0.4463954567909241,M,0.4463954567909241
46,1.0,[11.290962219238281 166.39755249023438 1292.7291259765625 1046.6632080078125],0.8270551562309265,[29.64313507080078 660.5448608398438 337.4878845214844 807.6287231445312],0.25554564595222473,B,0.25554564595222473
46,11.0,[0.0 374.0430908203125 178.74993896484375 813.4198608398438],0.7150436639785767,[33.63042449951172 162.31979370117188 99.63246154785156 213.50950622558594],0.2523995339870453,K,0.2523995339870453
47,1.0,[9.387593269348145 166.47999572753906 1284.778076171875 1051.1070556640625],0.77923983335495,[240.25009155273438 643.4541625976562 518.6944580078125 769.4786987304688],0.3280029892921448,G,0.3280029892921448
48,1.0,[7.834099769592285 165.2889404296875 1277.8841552734375 1051.0804443359375],0.8042517304420471,[32.81791687011719 661.8001098632812 343.6524658203125 807.2955932617188],0.32140976190567017,D,0.32140976190567017
49,1.0,[7.765533447265625 164.765625 1275.969970703125 1051.3057861328125],0.8039764165878296,[24.145397186279297 613.3433227539062 538.4454956054688 837.509033203125],0.34454670548439026,W,0.34454670548439026
50,1.0,[4.205141544342041 163.75115966796875 1273.57666015625 1052.4814453125],0.8021866083145142,[137.1908721923828 630.1438598632812 547.775390625 795.2468872070312],0.2724111080169678,G,0.2724111080169678
51,1.0,[3.319768190383911 162.64186096191406 1273.7762451171875 1052.91259765625],0.8001112341880798,[29.14954948425293 622.5218505859375 529.2313232421875 832.0582275390625],0.324158638715744,W,0.324158638715744
52,1.0,[2.6341769695281982 162.99363708496094 1270.202880859375 1051.8653564453125],0.8076426386833191,[19.947755813598633 614.7111206054688 529.7608642578125 824.5081787109375],0.3382379710674286,W,0.3382379710674286
53,1.0,[2.1584339141845703 165.1182403564453 1275.0823974609375 1048.635498046875],0.8033501505851746,[208.46824645996094 643.8950805664062 515.534423828125 777.146484375],0.28993070125579834,G,0.28993070125579834
54,1.0,[2.048391103744507 167.53807067871094 1276.4459228515625 1048.7076416015625],0.8036914467811584,[216.2751922607422 638.814453125 508.31988525390625 774.8193969726562],0.304759681224823,Z,0.304759681224823
55,1.0,[2.599071741104126 168.35003662109375 1277.6033935546875 1048.2459716796875],0.8045806884765625,[218.75918579101562 639.8282470703125 507.9590148925781 775.4552612304688],0.3100804388523102,G,0.3100804388523102
56,1.0,[1.6575344800949097 167.13552856445312 1251.6649169921875 1052.05126953125],0.8256778717041016,[32.64182662963867 623.9329223632812 516.93505859375 820.66259765625],0.2670518159866333,G,0.2670518159866333
57,1.0,[0.9554054141044617 166.51353454589844 1238.8616943359375 1052.7763671875],0.8280900716781616,[221.71453857421875 630.5451049804688 535.6904907226562 782.9957885742188],0.27446457743644714,W,0.27446457743644714
58,1.0,[0.0 165.56381225585938 1223.8114013671875 1054.36181640625],0.8419961333274841,[19.92074203491211 618.4683227539062 515.7265014648438 823.6517944335938],0.26634979248046875,G,0.26634979248046875
59,1.0,[0.0 161.58084106445312 1219.7564697265625 1058.58203125],0.8378927111625671,[220.12342834472656 653.86083984375 495.24859619140625 780.4644775390625],0.288326233625412,G,0.288326233625412
60,1.0,[0.0 157.61688232421875 1223.2620849609375 1057.8048095703125],0.8472785949707031,[229.5783233642578 657.4126586914062 494.9435119628906 781.1563720703125],0.30494916439056396,W,0.30494916439056396
61,1.0,[0.32773059606552124 157.38455200195312 1225.0582275390625 1057.199462890625],0.8488390445709229,[191.60487365722656 645.8605346679688 518.2890014648438 798.6068115234375],0.2615533173084259,E,0.2615533173084259
62,1.0,[0.13160426914691925 156.28488159179688 1217.3905029296875 1059.6968994140625],0.8387967348098755,[157.00135803222656 645.5072631835938 519.0336303710938 801.5880737304688],0.290362685918808,W,0.290362685918808
63,1.0,[0.17712397873401642 158.6065673828125 1218.8499755859375 1057.2510986328125],0.8505258560180664,[161.00228881835938 642.815673828125 512.8677368164062 799.622314453125],0.3471047878265381,FW,0.3471047878265381
64,1.0,[0.30273476243019104 159.20021057128906 1214.632080078125 1055.1221923828125],0.8396769762039185,[36.01155090332031 644.4038696289062 500.90234375 826.1658935546875],0.41458413004875183,G,0.41458413004875183
65,1.0,[0.7180377244949341 159.53651428222656 1212.8009033203125 1052.834228515625],0.8408534526824951,[38.89723587036133 642.2266235351562 490.7350158691406 826.0093994140625],0.47607558965682983,J,0.47607558965682983
65,6.0,[487.3857727050781 210.79420471191406 1918.0592041015625 1065.3328857421875],0.8723103404045105,[1063.0928955078125 772.2874145507812 1423.0675048828125 854.6024780273438],0.2566917836666107,W,0.2566917836666107
66,1.0,[1.2132681608200073 158.62452697753906 1203.158203125 1048.99658203125],0.8305201530456543,[40.24448013305664 675.4400024414062 359.92633056640625 811.2931518554688],0.2927913963794708,B,0.2927913963794708
66,6.0,[480.34979248046875 206.9432830810547 1918.3572998046875 1065.8699951171875],0.8689319491386414,[1044.6727294921875 778.225830078125 1428.41650390625 858.7843017578125],0.26291602849960327,W,0.26291602849960327
67,1.0,[1.8233643770217896 157.97520446777344 1200.22412109375 1047.7081298828125],0.8300269842147827,[38.19164276123047 642.630615234375 489.5598449707031 826.2686157226562],0.4367310702800751,W,0.4367310702800751
68,1.0,[1.6043308973312378 159.0360565185547 1204.5758056640625 1049.60595703125],0.8126114010810852,[25.636899948120117 618.6901245117188 502.1854553222656 826.0401611328125],0.44898858666419983,Z,0.44898858666419983
69,1.0,[1.8758223056793213 153.41415405273438 1196.511474609375 1046.97998046875],0.7721573710441589,[141.99673461914062 836.1480712890625 441.1639099121094 891.7698974609375],0.31909680366516113,T,0.31909680366516113
70,1.0,[2.14253568649292 142.8250732421875 1190.9254150390625 1042.2210693359375],0.7697360515594482,[24.62911605834961 648.411865234375 487.9251708984375 840.9952392578125],0.49425217509269714,G,0.49425217509269714
71,1.0,[2.434011936187744 136.40394592285156 1172.4573974609375 1043.4432373046875],0.7967277765274048,[41.0229606628418 692.395751953125 396.4988708496094 839.6590576171875],0.35318881273269653,B,0.35318881273269653
72,1.0,[2.125476121902466 142.03350830078125 1150.3404541015625 1044.99072265625],0.7635679841041565,[129.4732208251953 856.5181274414062 436.7359313964844 902.0],0.26132911443710327,M,0.26132911443710327
73,1.0,[2.4544880390167236 144.72203063964844 1144.3380126953125 1045.5693359375],0.7628797888755798,[138.0493621826172 660.7766723632812 490.6698913574219 823.807373046875],0.2863313853740692,G,0.2863313853740692
74,1.0,[2.460676670074463 152.95156860351562 1172.746826171875 1042.558837890625],0.7488124966621399,[26.32076072692871 640.4451293945312 477.533203125 833.3444213867188],0.5904432535171509,G,0.5904432535171509
75,1.0,[2.217475175857544 159.4821014404297 1205.4407958984375 1031.8529052734375],0.7267227172851562,[142.6570281982422 827.174072265625 439.3160095214844 872.0],0.30588144063949585,Z,0.30588144063949585
76,1.0,[2.6237335205078125 159.7687225341797 1213.310302734375 1036.2841796875],0.7473661303520203,[38.14202880859375 664.6180419921875 370.17413330078125 809.1278076171875],0.28068456053733826,G,0.28068456053733826
77,1.0,[2.450223922729492 160.4292755126953 1225.5498046875 1031.2264404296875],0.6885528564453125,[28.119192123413086 633.8310546875 477.52520751953125 831.730224609375],0.5461081862449646,G,0.5461081862449646
78,1.0,[1.1359113454818726 161.40245056152344 1102.478515625 1043.8167724609375],0.6444075703620911,[26.886655807495117 626.6085205078125 476.845458984375 822.3428344726562],0.47426706552505493,J,0.47426706552505493
79,1.0,[2.632399320602417 160.70913696289062 1176.4866943359375 1035.3253173828125],0.6416428089141846,[107.70951080322266 821.4892578125 409.1877746582031 875.0],0.3166990578174591,M,0.3166990578174591
80,1.0,[2.643995523452759 156.8637237548828 1209.2926025390625 1033.6851806640625],0.7162222862243652,[160.6874542236328 646.9696044921875 470.4971923828125 806.5447387695312],0.47932443022727966,E,0.47932443022727966
81,1.0,[1.7570672035217285 158.23606872558594 1222.3192138671875 1030.3204345703125],0.722759485244751,[134.06651306152344 643.7376098632812 468.9445495605469 809.8466796875],0.2543717622756958,FE,0.2543717622756958
82,1.0,[2.532271385192871 156.945556640625 1173.512939453125 1041.853271484375],0.6674747467041016,[39.27122116088867 665.9121704101562 385.89599609375 815.119873046875],0.33196842670440674,W,0.33196842670440674
83,1.0,[2.967409133911133 151.6258544921875 1109.3265380859375 1045.5977783203125],0.6331930160522461,[40.56692123413086 671.40185546875 374.4393005371094 823.9808959960938],0.3501911759376526,W,0.3501911759376526
84,1.0,[0.9995903968811035 156.4986572265625 1021.9539794921875 1051.5960693359375],0.6350849866867065,[32.644351959228516 648.56494140625 433.3765869140625 816.2032470703125],0.3833318054676056,W,0.3833318054676056
85,1.0,[0.6888939738273621 158.27244567871094 992.9484252929688 1053.6697998046875],0.6471763253211975,[41.89611053466797 658.4832153320312 381.6826477050781 814.76171875],0.4593062698841095,W,0.4593062698841095
86,1.0,[0.4512675404548645 152.02574157714844 995.5636596679688 1052.1856689453125],0.7619057893753052,[158.908447265625 658.6426391601562 451.04205322265625 812.7041625976562],0.26847928762435913,Z,0.26847928762435913
87,1.0,[0.3727429211139679 146.69517517089844 996.6116943359375 1050.1956787109375],0.8264250159263611,[156.63133239746094 660.8665771484375 445.5625 816.5665893554688],0.3099292516708374,E,0.3099292516708374
88,1.0,[0.4755657911300659 146.5064239501953 993.275146484375 1050.510009765625],0.7986383438110352,[78.38615417480469 658.5679931640625 440.89215087890625 820.1575927734375],0.4571682810783386,FW,0.4571682810783386
